0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.034566	10.592354	-6.631978	0.670888	15.357764	-9.493114	0.000139	20.112706	-12.509503	-0.701992	23.644105	-14.899931	3.118432	43.173857	-23.308817	28.582845	47.458591	-25.077272	1.701058	12.205884	-14.322697	7.738048	-21.956282	15.761792	0.384671	-0.878886	1.009095	-8.371403	13.605993	-6.374229	-5.688790	10.169483	-20.663870	9.495864	-2.141023	-59.428677	9.947673	4.246666	-51.728666	22.341589	3.324498	-46.297944	-8.016300	-24.295109	5.257952	-2.485635	36.376800	-0.790730	9.827547	35.833454	2.040942	9.185861	23.775039	-0.489338	3.471215	-15.288739	2.301889	-0.808124	15.817609	3.059872	-17.651767	8.257523	-2.824020	-17.430436	3.047807	-2.732883
-0.266289	0.326450	-1.204125	1.139398	0.110010	0.179712	0.478691	12.117986	-2.004127	0.266531	17.305864	-2.943058	0.096113	22.544493	-3.899711	-0.030943	26.526049	-4.630457	-3.017961	49.411654	-8.919539	-5.472898	58.614619	-16.431937	8.611472	21.046094	1.989279	6.284964	-10.237015	38.088407	3.350970	3.023072	23.128441	16.301295	8.497526	23.698551	0.204920	16.866247	-10.117936	3.626364	-0.167031	-44.158672	10.971732	4.067317	-36.072273	25.674374	4.681901	-32.733672	-3.773049	-18.103859	5.120955	-3.845297	40.223664	3.836279	6.314225	53.040090	5.024365	3.745742	40.795811	1.722447	3.236375	-17.387812	-0.794305	-2.829296	-1.235028	1.201964	-31.759063	0.933594	-7.656012	-31.786870	0.832204	-12.428642
-0.557181	0.538289	-3.143617	2.308699	0.352578	0.482184	-0.252652	11.732063	-4.698257	-0.661677	16.695256	-6.948991	-1.166202	21.691663	-9.267040	-1.649145	25.474127	-11.085880	-4.297593	46.996450	-18.362492	1.502477	54.917085	-25.508953	6.351442	19.098855	-6.481896	10.765390	-12.897253	26.357182	4.435446	2.253889	9.965129	12.473934	12.319060	9.494349	-1.403662	13.453205	-17.150030	7.941774	0.863279	-53.216239	15.235732	4.344776	-45.734121	29.428933	6.310406	-42.268580	-5.487239	-15.832052	5.366742	-5.668423	36.511604	4.195614	-1.116261	44.947288	-0.031310	-2.089925	31.505260	-1.498310	1.671212	-15.729517	-0.891335	-3.732927	3.879418	0.119922	-30.629475	4.244575	-4.101491	-30.638394	2.631603	-7.388506
-0.735315	0.570325	-4.839397	3.010042	0.547295	0.788619	-0.103264	11.955585	-3.981063	-0.491324	17.020213	-5.917156	-0.939600	22.123605	-7.908577	-1.356770	25.992219	-9.467325	-3.712625	47.618660	-16.260618	1.082493	55.549541	-23.591855	6.831891	19.569036	-4.591720	9.689118	-12.155917	29.210947	3.926866	2.372950	13.095236	13.222317	11.140412	12.874557	-1.047451	13.949140	-15.626022	6.562623	0.550568	-50.682064	13.743603	4.187274	-42.986126	27.770714	5.726125	-39.663306	-4.128601	-15.302943	5.231048	-4.653657	39.149511	4.783030	1.419646	50.140304	1.618781	-0.300064	35.009976	-0.909979	2.231815	-16.269508	-0.642575	-3.472172	0.566326	0.706605	-32.737593	2.647566	-5.857605	-32.794963	2.511918	-10.134483
-0.993215	0.658861	-6.648927	3.945565	0.760256	1.125181	-0.064261	12.213600	-4.260145	-0.448350	17.395053	-6.302461	-0.892070	22.610162	-8.405237	-1.309990	26.558415	-10.051666	-3.891467	48.050492	-17.292704	1.203909	55.944741	-25.071629	7.017930	19.934047	-5.011513	10.252622	-11.607200	28.366999	4.391189	3.056944	12.085626	13.643851	11.896476	11.523003	-0.829490	14.149295	-16.260322	6.678674	0.814762	-51.368298	13.757028	4.528195	-43.640483	27.710503	6.345523	-40.063770	-3.410999	-14.939869	5.339056	-4.381536	42.000288	5.153926	-0.106735	54.326162	0.022026	-1.451808	37.947407	-1.724722	2.907554	-16.922664	-0.429510	-3.217411	-2.148079	1.222704	-33.382770	1.059708	-5.726605	-33.493411	2.105882	-10.962265
-1.367687	0.765698	-8.504122	4.904768	0.985883	1.520550	0.884844	10.609909	-0.825471	1.475739	15.814167	-1.152576	2.134743	21.207676	-1.522518	2.688461	25.367688	-1.807457	6.269298	51.690271	-7.476698	19.734899	66.138803	-10.290885	7.728801	16.956874	1.660727	6.381162	-8.540101	38.584567	2.097032	4.319861	23.155211	13.411201	7.234171	23.742818	2.410070	14.968953	-7.908485	8.251067	0.802220	-44.432588	16.047720	3.509485	-36.891503	31.554573	4.445470	-35.889550	-8.831629	-15.213127	4.247897	-6.292076	20.694657	2.752443	3.722311	17.812606	3.849015	2.916855	2.705020	1.589308	0.317765	-25.779059	-1.875778	-1.098907	18.760349	0.446900	-22.494376	12.973510	-15.755332	-22.688643	14.214864	-13.278848
-1.282003	0.826024	-9.656249	4.379292	0.691588	1.511884	1.748066	11.050737	-1.243193	2.608044	16.326268	-1.813161	3.478889	21.776092	-2.398300	4.171845	25.970442	-2.826438	7.407652	51.676903	-9.172962	21.306587	65.076130	-12.614121	9.131021	18.691497	0.645911	8.184742	-9.821564	35.793593	4.100563	4.449013	20.339288	14.928954	9.528593	19.752812	2.654954	15.662124	-8.819483	9.982715	1.272646	-44.925693	18.406691	3.996785	-37.478584	34.162517	5.173649	-36.264526	-9.869777	-15.839010	3.865532	-7.363150	20.909287	2.151443	3.388672	20.624404	4.097566	2.566013	5.214871	2.020949	0.258793	-25.832696	-1.809392	-1.830560	17.167472	0.179337	-26.118372	12.027512	-19.675546	-26.611671	14.861218	-17.569192
-1.193519	1.000467	-10.847497	3.860949	0.515836	1.473832	6.779205	8.957843	4.907794	10.279700	12.347630	7.535220	13.824062	15.430953	10.512528	16.555689	17.579781	12.925745	17.879260	36.053804	16.214068	11.247767	36.874606	15.706357	21.247798	17.745649	20.433510	3.446645	-15.063686	57.785406	2.477082	1.228036	46.358890	16.745137	9.230712	32.873962	11.362250	14.881104	15.130953	-2.575180	-8.933207	-6.813983	8.128453	3.801007	4.329396	23.925225	-6.002571	11.937925	-12.575806	-14.779817	-1.199943	-15.129535	27.078431	-4.057125	-17.835852	8.113471	-7.188781	-17.546236	2.106257	0.489578	0.528912	-33.168055	1.273782	0.020370	-1.847701	3.594922	-5.080420	-6.457816	3.741493	-3.926597	-3.735102	3.063885
-1.231783	1.436091	-10.939782	1.202816	0.337241	1.738137	-1.805366	-6.495573	70.800452	-0.623407	-11.648366	91.817340	-1.934469	-15.665976	106.644349	-3.255559	-17.585396	114.428482	-16.940916	33.284235	122.528468	-67.304477	64.291471	79.056900	36.476173	-10.904316	131.173142	-0.046806	23.190444	173.249889	12.490096	14.962548	167.376612	36.715521	-26.448042	137.180327	30.259359	-2.570958	129.878574	-15.356852	15.214834	102.481669	6.455361	15.042333	113.907146	9.145771	-7.767943	124.664751	-8.221490	0.319729	-14.795165	-127.995343	74.389789	-138.685472	-4.230571	-39.209292	-79.170010	-50.160389	22.428069	-29.289726	-123.314623	-61.860995	137.732109	-59.664946	-61.533873	83.311764	10.136294	-68.930229	84.997761	38.918688	-59.261037	63.429033
-0.908102	1.646490	-11.921616	-23.113869	0.478172	3.390966	10.134340	13.059815	-12.491903	9.347808	20.002698	-18.516152	7.294092	26.970267	-25.218717	4.972159	31.984928	-30.770463	21.319104	52.775620	-53.723408	85.524915	62.464716	-41.489934	4.894946	11.379848	-32.911452	33.421134	-13.797818	-16.792889	15.400860	0.271713	-32.438374	-15.745479	6.868623	-38.793927	-3.929777	4.466267	-45.926177	6.599985	-2.400686	-105.003662	4.396850	0.211569	-101.963448	1.409311	-3.762309	-101.976930	-3.750022	-29.208284	6.447141	-9.599303	35.881147	4.160496	-8.617394	47.248635	4.500481	-9.658496	14.769698	-4.435863	20.617494	-10.507755	-3.363842	10.644071	0.075438	-4.081814	-20.756776	-15.289175	-26.545934	-22.573233	-10.246161	-24.245040
0.084989	1.078687	-12.546720	-14.406580	-0.611482	4.142653	-48.692451	-53.108275	-97.103529	-45.671972	-55.318699	-115.868204	-43.262998	-55.176657	-130.174674	-41.280262	-55.098886	-139.796433	-62.860075	-49.704608	-168.543995	-68.668108	-38.859276	127.448765	46.353737	-51.118195	-168.336420	12.587381	3.865289	-140.350405	25.136443	14.199286	-160.827565	67.566426	52.484143	162.653946	37.087970	-20.079816	-167.092809	6.631569	17.608498	145.267329	25.826103	5.721671	152.922112	11.900929	1.867542	155.473853	62.546974	-29.202496	89.512240	-179.107054	-55.323485	-72.612629	152.541112	-36.469681	28.455730	155.580789	-28.809719	16.862752	-121.006636	60.544848	-89.578643	179.412848	37.920753	-168.782684	163.199882	49.710099	-122.113012	138.921246	67.593403	-104.665865
-0.099550	0.632645	-13.824580	-12.920992	-5.420863	-11.416374	4.251735	10.924959	-2.372154	7.125982	15.498456	-2.484119	9.891430	20.175245	-2.333060	12.020653	23.767978	-2.076985	20.646071	45.703494	-2.518604	43.694762	49.782448	3.844619	14.188969	17.546345	9.835082	1.265878	-18.565719	56.726518	2.231202	-4.615903	46.481800	20.951984	1.546935	44.889058	8.124486	18.631830	-1.995117	-6.684563	-15.138129	-32.578759	-0.315580	-4.033902	-28.041310	14.686375	0.155497	-31.079796	-17.894693	-21.057832	2.674043	-16.906825	4.031572	2.158715	-8.099604	30.168400	8.014124	-10.364564	1.863251	-2.635980	-9.768960	-13.179195	-0.054163	-13.967740	34.911935	-1.331769	-48.394159	35.514614	-35.014253	-40.673330	17.976239	-33.078547
2.528782	0.723456	-14.626744	-13.881439	-4.629747	-12.416278	0.345443	14.359405	-30.260021	-3.010094	20.178654	-45.460868	-8.070084	25.197127	-61.116948	-12.682599	28.017283	-72.984475	-10.229223	53.825155	-114.524813	-61.954405	87.627980	146.790045	0.367254	5.739917	-70.156480	47.946131	9.347791	-50.984461	30.625304	16.958096	-73.801141	7.772307	10.856808	-78.617578	0.303592	-1.554536	-83.762288	13.309619	29.793622	-148.776602	24.191746	22.440819	-147.091094	15.367968	18.142874	-153.426408	-11.437823	-15.629201	8.864545	-4.652397	-14.579471	8.496707	27.282996	19.747402	42.636755	20.555611	4.177270	15.318796	-9.654190	16.646168	-7.480472	-30.966519	58.994323	-22.273015	-83.070347	20.524665	-57.926924	-81.247996	14.234072	-45.986553
2.991694	0.468301	-15.378101	-8.984852	-2.444696	-14.336035	0.331720	11.214880	-7.066796	0.954393	16.384584	-10.496448	1.254197	21.892179	-14.165843	1.239471	26.177855	-17.099187	4.862919	50.758063	-31.206719	36.503700	66.386705	-32.988460	6.918063	15.973182	-15.241877	17.712522	-12.547173	13.940919	10.493469	0.003743	-3.788102	11.424635	5.822497	-0.194482	2.264636	9.551657	-24.171993	22.314530	6.642448	-66.700804	28.060741	7.020935	-62.722588	36.898418	12.615180	-64.809115	-9.059414	-13.106150	0.917252	-4.678090	6.870933	0.802357	9.317737	16.300612	13.479316	7.422010	3.449328	7.182421	-8.767301	-14.383152	-2.125365	-11.089990	29.658064	-3.101986	-38.908721	24.546394	-19.622087	-38.421507	20.974704	-14.848810
